ACCOUNT_SK,CRM_ACCOUNT_ID,ACCOUNT_NAME,ACTIVE_SEATS,PLAN_CODE,MONTHLY_JOBS_L90,REGION_CODE
7008071,001000000000001153,Consolidated Micro Partners,4,SMB-B,18,NA-West
7008078,001000000000001154,KeystoneMetric Inc,414,ENT-A,27,LATAM
7008085,001000000000001155,OnyxStream Partners,142,ENT-A,302,LATAM
7008092,001000000000001156,PioneerPulse LLC,10,ENT-B,83,EMEA
7008099,001000000000001157,SummitLabs Co,28,ENT-B,39,EMEA
7008106,001000000000001158,ApexWorks Technologies,500,SMB-B,78,APAC
7008113,001000000000001159,RidgeLabs Technologies,518,SMB-B,68,NA-West
7008120,001000000000001160,DeltaCompute Technologies,22,TRIAL,51,NA-West
7008127,001000000000001161,UnionSystems Solutions,27,SMB-B,59,NA-East
7008134,001000000000001162,CobaltAnalytics Systems,7,ENT-A,200,EMEA
7008141,001000000000001163,PioneerTech Partners,59,ENT-A,196,EMEA
7008148,001000000000001164,TitanDynamics Industries,35,ENT-B,302,LATAM
7008155,001000000000001165,Meridian Wave Systems,31,ENT-B,0,NA-West
7008162,001000000000001166,CascadeMicro Industries,20,SMB-B,286,EMEA
7008169,001000000000001167,MapleMetric Technologies,39,ENT-A,166,NA-West
7008176,001000000000001168,BlueGrid Group,19,SMB-A,103,APAC
7008183,001000000000001169,GraniteGrid Co,547,ENT-A,5,LATAM
7008190,001000000000001170,ApexSoft Solutions,33,ENT-B,254,EMEA
7008197,001000000000001171,EmeraldLogic Corp,550,SMB-B,50,NA-East
7008204,001000000000001172,SummitByte LLC,512,SMB-A,21,LATAM
7008211,001000000000001173,AtlasWave Holdings,236,SMB-B,65,LATAM
7008218,001000000000001174,BluePulse Industries,356,ENT-B,161,APAC
7008225,001000000000001175,OnyxSoft Systems,368,ENT-A,285,NA-East
7008232,001000000000001176,Consolidated Works Technologies,343,SMB-A,20,EMEA
7008239,001000000000001177,CrownLink Solutions,166,ENT-B,9,EMEA
7008246,001000000000001178,NovaSignal Co,23,ENT-A,383,NA-East
7008253,001000000000001179,KeystoneCompute Systems,24,SMB-A,35,NA-East
7008260,001000000000001180,AtlasDynamics Group,522,ENT-B,202,NA-East
7008267,001000000000001181,RidgeVision Inc,113,SMB-A,59,NA-West
7008274,001000000000001182,ApexLink Solutions,497,SMB-A,97,LATAM
7008281,001000000000001183,BrightPulse Industries,431,ENT-A,123,LATAM
7008288,001000000000001184,ApexMetric Inc,32,ENT-B,38,LATAM
7008295,001000000000001185,SummitCloud Systems,96,TRIAL,29,NA-East
7008302,001000000000001186,PioneerVector Global,74,SMB-B,7,APAC
7008309,001000000000001187,MeridianLogic Solutions,17,SMB-A,398,NA-East
7008316,001000000000001188,LarkData Inc,212,SMB-A,126,LATAM
7008323,001000000000001189,KeystoneAnalytics Inc,255,TRIAL,110,NA-East
7008330,001000000000001190,CedarData Group,459,TRIAL,123,APAC
7008337,001000000000001191,BrightPulse Group,422,TRIAL,23,NA-East
7008344,001000000000001192,GranitePulse Systems,69,SMB-A,260,APAC
7008351,001000000000001193,CobaltWave Industries,9,SMB-B,17,NA-East
7008358,001000000000001194,LarkForge Holdings,6,ENT-A,339,LATAM
7008365,001000000000001195,VanguardSoft Corp,417,SMB-B,72,APAC
7008372,001000000000001196,MeridianVision Industries,8,SMB-A,304,LATAM
7008379,001000000000001197,OnyxCompute Solutions,6,SMB-B,141,APAC
7008386,001000000000001198,CascadeCompute Solutions,37,SMB-B,315,APAC
7008393,001000000000001199,EmeraldFabric Holdings,160,ENT-A,148,LATAM
