EVENT_SK,ACCOUNT_SK,EVENT_TYPE,SESSION_COUNT,FEATURE_FLAG,EVENT_TIMESTAMP,INGESTED_AT,APP_VERSION,REGION_CODE
15716,7006321,job_run,191,B,2026-05-09 04:16:00,2026-05-09 04:41:00,v5.2,EMEA
15717,7006321,api_call,100,control,2026-07-10 01:03:00,2026-07-10 01:23:00,v4.6,APAC
15718,7006321,export,99,A,2026-07-01 07:39:00,2026-07-01 07:43:00,v5.7,APAC
15719,7006321,dashboard_view,145,control,2025-12-02 02:08:00,2025-12-02 02:22:00,v5.0,NA-West
15720,7006321,job_run,126,A,2026-04-29 06:56:00,2026-04-29 07:15:00,v5.1,NA-East
15721,7006321,job_run,28,B,2026-01-20 01:48:00,2026-01-20 02:02:00,v5.3,APAC
15722,7006321,login,110,B,2026-01-24 17:10:00,2026-01-24 17:12:00,v3.1,APAC
15723,7006321,export,130,B,2026-04-12 18:43:00,2026-04-12 19:12:00,v5.5,EMEA
15724,7006321,login,178,B,2025-12-24 12:12:00,2025-12-24 12:21:00,v3.5,NA-West
15725,7006321,export,28,A,2026-04-06 10:13:00,2026-04-06 10:34:00,v5.4,APAC
15726,7006321,api_call,105,control,2026-02-08 23:44:00,2026-02-08 23:50:00,v3.6,APAC
15727,7006321,login,171,B,2025-11-21 13:54:00,2025-11-21 13:56:00,v4.4,APAC
15728,7006321,dashboard_view,25,A,2026-02-28 07:56:00,2026-02-28 08:21:00,v5.5,EMEA
15729,7006321,dashboard_view,67,A,2025-11-30 13:44:00,2025-11-30 14:12:00,v3.6,LATAM
15730,7006321,api_call,32,control,2026-04-17 08:14:00,2026-04-17 08:40:00,v4.8,APAC
15731,7006321,login,152,B,2026-02-26 12:40:00,2026-02-26 12:47:00,v4.4,NA-East
15732,7006321,export,111,A,2026-02-13 15:48:00,2026-02-13 16:10:00,v5.5,APAC
15733,7006321,dashboard_view,75,A,2026-04-29 02:28:00,2026-04-29 02:32:00,v3.5,NA-East
15734,7006328,dashboard_view,205,A,2025-12-14 19:40:00,2025-12-14 19:41:00,v3.7,APAC
15735,7006328,export,25,B,2025-11-28 19:39:00,2025-11-28 19:53:00,v3.7,LATAM
15736,7006328,export,5,B,2026-01-20 09:59:00,2026-01-20 10:19:00,v4.3,LATAM
15737,7006328,export,31,A,2026-03-22 11:20:00,2026-03-22 11:43:00,v5.3,EMEA
15738,7006328,dashboard_view,192,B,2026-06-20 00:59:00,2026-06-20 01:06:00,v5.4,NA-West
15739,7006328,job_run,155,control,2026-04-03 20:26:00,2026-04-03 20:29:00,v3.4,EMEA
15740,7006328,dashboard_view,107,A,2026-05-21 02:54:00,2026-05-21 03:20:00,v3.8,NA-West
15741,7006328,dashboard_view,98,A,2025-12-28 06:12:00,2025-12-28 06:30:00,v5.3,NA-East
15742,7006328,login,97,control,2026-06-17 11:24:00,2026-06-17 11:52:00,v3.1,EMEA
15743,7006335,login,188,control,2025-12-12 02:08:00,2025-12-12 02:26:00,v3.0,NA-West
15744,7006335,export,61,B,2026-06-10 05:39:00,2026-06-10 06:02:00,v3.2,NA-East
15745,7006335,job_run,135,B,2026-05-08 16:37:00,2026-05-08 16:53:00,v3.4,NA-West
15746,7006335,api_call,73,A,2026-04-23 03:35:00,2026-04-23 03:49:00,v5.0,EMEA
15747,7006335,job_run,134,control,2026-01-18 17:07:00,2026-01-18 17:11:00,v4.5,NA-East
15748,7006335,job_run,86,B,2026-05-31 21:53:00,2026-05-31 22:01:00,v5.0,NA-East
15749,7006335,login,73,A,2026-03-18 04:54:00,2026-03-18 05:20:00,v3.6,NA-West
15750,7006335,export,57,B,2026-03-02 07:45:00,2026-03-02 08:03:00,v5.8,APAC
15751,7006335,dashboard_view,176,B,2026-05-09 19:31:00,2026-05-09 19:44:00,v5.5,APAC
15752,7006335,login,74,control,2026-07-08 20:03:00,2026-07-08 20:15:00,v4.4,NA-West
15753,7006335,job_run,36,B,2026-07-07 02:01:00,2026-07-07 02:24:00,v3.2,LATAM
15754,7006335,export,161,control,2026-04-12 05:39:00,2026-04-12 05:49:00,v5.2,EMEA
15755,7006335,login,143,B,2025-12-05 21:55:00,2025-12-05 22:03:00,v4.3,NA-West
15756,7006335,dashboard_view,67,A,2026-01-04 03:12:00,2026-01-04 03:14:00,v5.3,NA-West
15757,7006335,export,203,control,2026-02-25 06:03:00,2026-02-25 06:25:00,v5.6,APAC
15758,7006335,login,89,B,2025-12-19 04:24:00,2025-12-19 04:36:00,v5.7,NA-West
15759,7006335,login,35,control,2026-02-15 20:03:00,2026-02-15 20:06:00,v5.6,LATAM
15760,7006335,dashboard_view,164,A,2026-01-20 21:21:00,2026-01-20 21:28:00,v5.5,APAC
15761,7006335,api_call,130,A,2026-06-06 17:13:00,2026-06-06 17:35:00,v3.0,EMEA
15762,7006335,dashboard_view,197,control,2026-07-15 16:30:00,2026-07-15 16:36:00,v4.0,EMEA
15763,7006335,login,171,B,2026-02-02 18:06:00,2026-02-02 18:15:00,v3.7,NA-West
15764,7006335,api_call,86,control,2026-05-29 19:49:00,2026-05-29 19:53:00,v5.7,NA-East
15765,7006335,login,23,B,2026-01-22 06:02:00,2026-01-22 06:25:00,v3.7,NA-East
15766,7006335,export,44,B,2025-12-12 22:09:00,2025-12-12 22:17:00,v5.0,LATAM
15767,7006335,export,109,control,2026-06-29 23:52:00,2026-06-30 00:03:00,v4.1,APAC
15768,7006335,export,160,B,2026-06-23 02:10:00,2026-06-23 02:20:00,v4.0,NA-West
15769,7006335,api_call,112,A,2026-04-09 16:01:00,2026-04-09 16:26:00,v4.1,APAC
15770,7006335,dashboard_view,13,A,2026-06-24 03:01:00,2026-06-24 03:26:00,v3.7,NA-West
15771,7006335,api_call,152,A,2026-03-16 22:37:00,2026-03-16 22:39:00,v5.6,EMEA
15772,7006342,export,121,control,2025-12-03 19:18:00,2025-12-03 19:41:00,v4.1,APAC
15773,7006342,login,90,control,2026-05-27 09:37:00,2026-05-27 09:47:00,v5.3,NA-East
15774,7006342,job_run,201,B,2026-03-16 22:27:00,2026-03-16 22:55:00,v4.3,NA-East
15775,7006342,export,200,A,2025-11-25 09:57:00,2025-11-25 09:59:00,v3.5,LATAM
15776,7006342,api_call,178,B,2026-06-02 09:27:00,2026-06-02 09:44:00,v3.6,NA-East
15777,7006342,job_run,95,A,2026-05-03 12:39:00,2026-05-03 12:54:00,v4.7,EMEA
15778,7006342,job_run,76,control,2026-05-06 03:36:00,2026-05-06 03:42:00,v5.3,EMEA
15779,7006342,export,57,control,2026-02-08 08:21:00,2026-02-08 08:41:00,v4.5,LATAM
15780,7006349,export,56,B,2026-02-26 22:04:00,2026-02-26 22:28:00,v3.7,LATAM
15781,7006349,api_call,189,B,2025-12-08 00:14:00,2025-12-08 00:27:00,v5.4,LATAM
15782,7006349,api_call,217,control,2026-06-22 18:24:00,2026-06-22 18:31:00,v5.5,APAC
15783,7006349,export,24,A,2026-06-04 00:49:00,2026-06-04 00:55:00,v3.5,NA-East
15784,7006349,job_run,210,control,2026-07-14 06:52:00,2026-07-14 07:17:00,v3.2,NA-West
15785,7006349,dashboard_view,187,A,2026-01-28 14:40:00,2026-01-28 15:09:00,v3.2,NA-East
15786,7006349,login,9,A,2026-06-16 02:24:00,2026-06-16 02:27:00,v3.8,NA-East
15787,7006349,export,40,A,2026-06-07 16:53:00,2026-06-07 16:57:00,v3.4,NA-West
15788,7006349,dashboard_view,168,B,2026-03-13 06:17:00,2026-03-13 06:43:00,v4.3,EMEA
15789,7006349,dashboard_view,58,B,2026-02-01 17:54:00,2026-02-01 18:04:00,v5.1,NA-East
15790,7006349,job_run,92,control,2026-01-18 10:41:00,2026-01-18 11:07:00,v5.2,LATAM
15791,7006349,export,51,B,2026-07-02 20:09:00,2026-07-02 20:25:00,v4.2,NA-East
15792,7006349,api_call,195,B,2026-05-29 22:00:00,2026-05-29 22:25:00,v5.1,NA-West
15793,7006349,job_run,18,control,2026-05-20 23:29:00,2026-05-20 23:41:00,v4.2,EMEA
15794,7006349,login,25,control,2025-12-01 03:29:00,2025-12-01 03:52:00,v5.7,NA-West
15795,7006349,dashboard_view,26,A,2026-01-27 15:34:00,2026-01-27 15:45:00,v5.4,APAC
15796,7006349,export,199,B,2026-07-12 19:36:00,2026-07-12 19:52:00,v4.5,APAC
15797,7006349,dashboard_view,154,A,2026-06-30 23:04:00,2026-06-30 23:23:00,v3.6,NA-West
15798,7006356,api_call,54,B,2026-02-08 20:59:00,2026-02-08 21:24:00,v5.5,APAC
15799,7006356,export,160,A,2026-02-15 00:10:00,2026-02-15 00:23:00,v4.2,APAC
15800,7006356,export,102,A,2026-04-14 17:56:00,2026-04-14 18:05:00,v4.3,NA-West
15801,7006356,dashboard_view,120,B,2026-03-02 08:32:00,2026-03-02 08:35:00,v4.6,LATAM
15802,7006356,job_run,6,control,2026-03-24 13:27:00,2026-03-24 13:45:00,v4.2,EMEA
15803,7006356,login,63,B,2026-03-01 22:18:00,2026-03-01 22:24:00,v4.8,NA-West
15804,7006356,dashboard_view,91,control,2025-12-13 22:09:00,2025-12-13 22:15:00,v3.7,EMEA
15805,7006356,login,116,B,2025-12-21 15:31:00,2025-12-21 15:46:00,v3.6,NA-East
15806,7006356,api_call,154,control,2026-06-10 20:23:00,2026-06-10 20:39:00,v4.2,NA-East
15807,7006363,dashboard_view,2,control,2026-05-13 08:49:00,2026-05-13 09:01:00,v4.6,NA-East
15808,7006363,api_call,184,B,2026-02-22 13:14:00,2026-02-22 13:40:00,v4.5,LATAM
15809,7006363,login,21,B,2026-01-04 15:30:00,2026-01-04 15:58:00,v3.4,EMEA
15810,7006363,job_run,188,A,2026-06-12 01:12:00,2026-06-12 01:37:00,v3.0,APAC
15811,7006363,api_call,122,B,2026-02-10 05:11:00,2026-02-10 05:27:00,v3.0,NA-West
15812,7006363,job_run,90,B,2026-07-14 19:38:00,2026-07-14 19:57:00,v3.0,NA-West
15813,7006363,dashboard_view,218,control,2025-11-30 20:57:00,2025-11-30 21:05:00,v5.8,LATAM
15814,7006363,api_call,212,B,2025-12-31 05:20:00,2025-12-31 05:37:00,v5.1,EMEA
15815,7006370,export,12,A,2026-02-15 15:20:00,2026-02-15 15:25:00,v4.5,APAC
15816,7006370,dashboard_view,57,control,2025-11-30 09:19:00,2025-11-30 09:27:00,v4.4,NA-East
15817,7006370,api_call,106,B,2025-11-28 01:44:00,2025-11-28 02:06:00,v3.3,APAC
15818,7006370,login,91,control,2026-06-30 19:03:00,2026-06-30 19:05:00,v5.0,LATAM
15819,7006370,export,113,A,2026-02-26 08:58:00,2026-02-26 09:14:00,v3.5,LATAM
15820,7006370,dashboard_view,29,A,2026-07-05 01:25:00,2026-07-05 01:32:00,v5.0,EMEA
15821,7006370,job_run,3,control,2026-03-30 21:39:00,2026-03-30 21:48:00,v5.0,APAC
15822,7006370,dashboard_view,114,A,2026-05-03 21:00:00,2026-05-03 21:23:00,v4.5,NA-West
15823,7006370,dashboard_view,28,B,2025-12-08 01:20:00,2025-12-08 01:23:00,v5.0,EMEA
15824,7006377,login,159,control,2026-06-09 15:29:00,2026-06-09 15:39:00,v3.4,NA-West
15825,7006377,job_run,116,A,2026-02-01 14:16:00,2026-02-01 14:35:00,v3.8,APAC
15826,7006377,login,216,A,2026-01-02 05:59:00,2026-01-02 06:19:00,v5.0,NA-West
15827,7006377,login,126,control,2026-06-02 07:41:00,2026-06-02 08:05:00,v5.3,NA-West
15828,7006377,login,2,B,2026-03-29 08:35:00,2026-03-29 08:40:00,v3.5,EMEA
15829,7006377,dashboard_view,91,control,2026-04-24 04:13:00,2026-04-24 04:38:00,v3.1,LATAM
15830,7006377,dashboard_view,192,B,2026-06-15 14:37:00,2026-06-15 15:02:00,v3.0,NA-West
15831,7006384,dashboard_view,74,B,2026-06-25 06:31:00,2026-06-25 06:37:00,v5.5,LATAM
15832,7006384,export,55,control,2025-12-16 20:22:00,2025-12-16 20:41:00,v4.6,APAC
15833,7006384,export,80,control,2026-04-26 12:38:00,2026-04-26 13:04:00,v3.0,APAC
15834,7006384,export,119,control,2026-06-03 09:58:00,2026-06-03 10:07:00,v5.6,APAC
15835,7006384,export,20,control,2026-06-27 07:13:00,2026-06-27 07:42:00,v3.0,LATAM
15836,7006384,dashboard_view,130,control,2026-05-22 17:40:00,2026-05-22 17:48:00,v5.3,NA-East
15837,7006384,api_call,195,A,2026-01-22 07:47:00,2026-01-22 07:48:00,v3.3,APAC
15838,7006384,api_call,156,control,2026-02-03 20:04:00,2026-02-03 20:05:00,v5.7,APAC
15839,7006384,export,23,A,2025-12-07 04:15:00,2025-12-07 04:33:00,v3.8,NA-East
15840,7006384,api_call,191,control,2026-03-01 11:51:00,2026-03-01 12:03:00,v4.1,NA-East
15841,7006384,dashboard_view,195,A,2026-06-01 08:14:00,2026-06-01 08:27:00,v3.4,NA-East
15842,7006384,export,32,B,2026-05-30 07:25:00,2026-05-30 07:40:00,v4.4,EMEA
15843,7006384,job_run,147,control,2026-04-24 19:00:00,2026-04-24 19:28:00,v5.8,EMEA
15844,7006384,export,197,B,2026-02-01 22:44:00,2026-02-01 23:13:00,v3.1,EMEA
15845,7006384,export,133,B,2026-04-21 22:27:00,2026-04-21 22:37:00,v4.1,NA-East
15846,7006384,dashboard_view,96,control,2026-06-02 22:14:00,2026-06-02 22:29:00,v5.8,NA-West
15847,7006384,job_run,73,control,2026-02-11 17:14:00,2026-02-11 17:32:00,v3.1,LATAM
15848,7006384,dashboard_view,194,B,2026-03-19 00:08:00,2026-03-19 00:14:00,v3.3,APAC
15849,7006384,login,58,A,2026-01-26 11:51:00,2026-01-26 12:03:00,v3.8,NA-West
15850,7006384,dashboard_view,160,control,2025-12-31 05:07:00,2025-12-31 05:12:00,v3.8,NA-East
15851,7006384,login,179,B,2026-05-21 07:08:00,2026-05-21 07:12:00,v5.4,EMEA
15852,7006384,dashboard_view,202,A,2026-01-13 10:12:00,2026-01-13 10:19:00,v5.6,NA-East
15853,7006384,api_call,54,B,2026-01-24 13:25:00,2026-01-24 13:46:00,v4.8,LATAM
15854,7006384,login,192,control,2026-03-17 17:33:00,2026-03-17 17:52:00,v3.4,EMEA
15855,7006391,api_call,56,B,2026-05-04 09:08:00,2026-05-04 09:20:00,v4.4,APAC
15856,7006391,dashboard_view,27,B,2026-05-21 22:33:00,2026-05-21 22:51:00,v4.5,EMEA
15857,7006391,dashboard_view,4,A,2026-06-25 10:43:00,2026-06-25 11:09:00,v4.2,LATAM
15858,7006391,dashboard_view,135,control,2025-12-24 01:19:00,2025-12-24 01:27:00,v4.8,NA-West
15859,7006391,api_call,174,B,2026-03-17 01:00:00,2026-03-17 01:29:00,v3.4,NA-West
15860,7006391,export,201,control,2026-01-15 23:36:00,2026-01-15 23:48:00,v5.5,NA-West
15861,7006391,job_run,48,B,2025-11-22 10:25:00,2025-11-22 10:35:00,v3.4,EMEA
15862,7006391,dashboard_view,2,B,2026-01-17 02:58:00,2026-01-17 03:23:00,v5.8,LATAM
15863,7006391,api_call,106,control,2026-01-19 11:11:00,2026-01-19 11:33:00,v5.4,EMEA
15864,7006391,export,4,control,2025-12-05 21:11:00,2025-12-05 21:27:00,v4.4,EMEA
15865,7006391,dashboard_view,167,A,2026-06-24 05:23:00,2026-06-24 05:25:00,v4.3,NA-West
15866,7006391,api_call,209,B,2026-02-03 11:23:00,2026-02-03 11:52:00,v3.5,LATAM
15867,7006391,export,110,B,2026-03-16 04:23:00,2026-03-16 04:26:00,v5.1,APAC
15868,7006391,job_run,72,A,2026-04-20 07:12:00,2026-04-20 07:32:00,v5.4,LATAM
15869,7006391,job_run,61,control,2026-06-15 21:19:00,2026-06-15 21:23:00,v3.3,NA-West
15870,7006391,login,76,B,2026-02-12 03:35:00,2026-02-12 03:50:00,v4.0,NA-West
15871,7006391,api_call,172,B,2026-01-08 02:43:00,2026-01-08 02:57:00,v3.8,LATAM
15872,7006391,api_call,207,control,2026-03-04 04:19:00,2026-03-04 04:22:00,v3.7,NA-East
15873,7006391,job_run,175,B,2026-06-22 01:09:00,2026-06-22 01:28:00,v3.3,EMEA
15874,7006391,export,137,B,2025-12-18 06:41:00,2025-12-18 07:05:00,v5.1,EMEA
15875,7006391,job_run,203,control,2026-03-08 23:14:00,2026-03-08 23:28:00,v5.6,NA-West
15876,7006391,export,93,B,2025-11-28 11:30:00,2025-11-28 11:31:00,v5.5,APAC
15877,7006391,login,144,control,2026-06-24 08:08:00,2026-06-24 08:36:00,v3.1,NA-West
15878,7006398,api_call,8,control,2026-06-04 07:47:00,2026-06-04 07:55:00,v5.6,EMEA
15879,7006398,dashboard_view,81,control,2026-06-19 01:03:00,2026-06-19 01:23:00,v5.3,NA-East
15880,7006398,export,199,control,2026-01-10 06:27:00,2026-01-10 06:56:00,v5.5,NA-West
15881,7006398,api_call,66,B,2026-05-04 02:01:00,2026-05-04 02:30:00,v3.7,APAC
15882,7006398,api_call,210,A,2026-04-24 08:51:00,2026-04-24 08:55:00,v5.1,APAC
15883,7006398,dashboard_view,177,control,2026-01-31 20:37:00,2026-01-31 20:40:00,v5.4,NA-East
15884,7006398,dashboard_view,130,B,2026-07-15 08:33:00,2026-07-15 08:54:00,v5.4,EMEA
15885,7006398,dashboard_view,54,control,2025-12-14 04:13:00,2025-12-14 04:20:00,v4.6,NA-West
15886,7006398,login,66,A,2026-06-20 08:51:00,2026-06-20 08:53:00,v3.3,LATAM
15887,7006398,job_run,127,B,2026-04-09 02:20:00,2026-04-09 02:26:00,v5.4,NA-East
15888,7006398,export,4,control,2026-05-05 15:42:00,2026-05-05 16:08:00,v4.0,NA-East
15889,7006398,job_run,68,control,2026-02-11 16:21:00,2026-02-11 16:34:00,v3.8,NA-West
15890,7006398,export,216,A,2026-01-30 22:22:00,2026-01-30 22:35:00,v4.3,LATAM
15891,7006398,job_run,12,control,2026-02-10 23:18:00,2026-02-10 23:20:00,v4.2,LATAM
15892,7006398,api_call,144,control,2025-12-16 22:59:00,2025-12-16 23:24:00,v5.5,APAC
15893,7006398,dashboard_view,56,B,2026-04-12 07:13:00,2026-04-12 07:42:00,v5.3,NA-East
15894,7006398,api_call,87,control,2025-12-15 03:55:00,2025-12-15 04:00:00,v3.7,APAC
15895,7006398,dashboard_view,39,B,2026-01-18 09:26:00,2026-01-18 09:55:00,v5.1,LATAM
15896,7006398,dashboard_view,101,A,2026-03-18 06:50:00,2026-03-18 07:13:00,v4.3,LATAM
15897,7006405,login,101,control,2025-11-18 13:29:00,2025-11-18 13:30:00,v5.3,NA-East
15898,7006405,api_call,86,B,2026-01-22 03:32:00,2026-01-22 03:38:00,v5.1,NA-West
15899,7006405,login,34,B,2025-12-27 07:19:00,2025-12-27 07:46:00,v5.8,APAC
15900,7006405,api_call,26,control,2025-12-14 11:17:00,2025-12-14 11:32:00,v5.8,NA-East
15901,7006405,dashboard_view,48,A,2025-11-26 22:13:00,2025-11-26 22:37:00,v3.7,APAC
15902,7006405,login,169,control,2025-12-28 03:35:00,2025-12-28 03:55:00,v3.1,EMEA
15903,7006405,dashboard_view,24,B,2026-03-30 16:27:00,2026-03-30 16:54:00,v4.7,LATAM
15904,7006405,job_run,156,B,2025-12-13 16:16:00,2025-12-13 16:24:00,v5.3,NA-East
15905,7006405,api_call,142,A,2026-01-24 11:26:00,2026-01-24 11:48:00,v5.7,NA-East
15906,7006405,dashboard_view,154,control,2026-03-20 18:07:00,2026-03-20 18:18:00,v3.7,NA-East
15907,7006405,job_run,218,control,2025-12-06 12:59:00,2025-12-06 13:11:00,v5.7,NA-West
15908,7006405,export,46,A,2026-04-16 00:08:00,2026-04-16 00:31:00,v5.5,APAC
15909,7006405,api_call,134,control,2026-02-05 07:42:00,2026-02-05 07:46:00,v4.1,NA-East
15910,7006405,job_run,117,control,2026-02-27 18:20:00,2026-02-27 18:35:00,v3.5,NA-East
15911,7006405,login,97,control,2026-03-09 07:55:00,2026-03-09 08:13:00,v3.6,EMEA
15912,7006405,export,197,A,2026-03-05 07:29:00,2026-03-05 07:37:00,v3.2,EMEA
15913,7006405,login,21,control,2025-11-27 03:50:00,2025-11-27 04:10:00,v4.2,APAC
15914,7006405,export,127,A,2025-12-05 09:53:00,2025-12-05 10:10:00,v3.8,APAC
15915,7006412,api_call,161,control,2026-05-19 16:08:00,2026-05-19 16:34:00,v3.0,EMEA
15916,7006412,job_run,131,B,2026-02-05 09:22:00,2026-02-05 09:27:00,v3.1,LATAM
15917,7006412,api_call,130,A,2026-01-02 01:18:00,2026-01-02 01:34:00,v3.8,LATAM
15918,7006412,api_call,138,A,2025-12-17 11:42:00,2025-12-17 11:49:00,v4.5,LATAM
15919,7006412,api_call,183,control,2026-01-03 05:08:00,2026-01-03 05:25:00,v3.8,LATAM
15920,7006412,job_run,192,control,2025-12-11 18:08:00,2025-12-11 18:24:00,v5.6,NA-West
15921,7006412,api_call,108,control,2026-03-11 19:31:00,2026-03-11 19:59:00,v3.1,NA-West
15922,7006412,api_call,194,B,2026-04-18 13:12:00,2026-04-18 13:19:00,v5.2,APAC
15923,7006412,job_run,176,A,2026-01-14 01:06:00,2026-01-14 01:30:00,v5.8,NA-East
15924,7006412,login,26,A,2026-03-31 15:45:00,2026-03-31 16:07:00,v3.4,NA-East
15925,7006412,api_call,86,control,2026-04-18 04:19:00,2026-04-18 04:39:00,v5.5,APAC
15926,7006412,job_run,26,B,2025-11-30 23:00:00,2025-11-30 23:22:00,v4.1,APAC
15927,7006412,api_call,120,B,2025-11-27 11:21:00,2025-11-27 11:33:00,v3.5,NA-East
15928,7006412,job_run,77,A,2026-03-27 15:20:00,2026-03-27 15:39:00,v4.8,LATAM
15929,7006412,dashboard_view,162,A,2026-01-10 10:14:00,2026-01-10 10:30:00,v5.3,APAC
15930,7006412,login,52,B,2026-05-01 03:53:00,2026-05-01 04:04:00,v3.4,APAC
15931,7006412,dashboard_view,187,control,2026-05-30 07:15:00,2026-05-30 07:35:00,v5.7,NA-East
15932,7006412,export,182,A,2025-11-22 15:50:00,2025-11-22 15:56:00,v4.2,LATAM
15933,7006419,export,58,A,2026-07-06 18:07:00,2026-07-06 18:35:00,v3.0,NA-West
15934,7006419,api_call,189,A,2026-05-25 03:40:00,2026-05-25 03:57:00,v3.1,LATAM
15935,7006419,api_call,33,A,2026-05-20 12:10:00,2026-05-20 12:24:00,v3.0,NA-East
15936,7006419,export,168,A,2026-06-20 20:46:00,2026-06-20 21:12:00,v3.6,LATAM
15937,7006419,login,171,control,2026-02-17 03:11:00,2026-02-17 03:26:00,v5.1,EMEA
15938,7006419,api_call,175,B,2026-01-21 14:08:00,2026-01-21 14:32:00,v3.0,NA-East
15939,7006419,login,70,control,2026-07-15 19:48:00,2026-07-15 19:53:00,v4.7,NA-East
15940,7006419,job_run,33,control,2026-04-03 13:22:00,2026-04-03 13:50:00,v5.3,NA-West
15941,7006426,dashboard_view,136,control,2026-01-07 20:34:00,2026-01-07 20:54:00,v3.1,EMEA
15942,7006426,dashboard_view,62,A,2026-06-24 14:39:00,2026-06-24 14:48:00,v3.0,NA-West
15943,7006426,api_call,5,B,2025-11-19 00:37:00,2025-11-19 00:52:00,v3.3,NA-West
15944,7006426,export,87,control,2026-06-19 00:19:00,2026-06-19 00:29:00,v4.2,APAC
15945,7006426,login,52,B,2026-01-30 18:53:00,2026-01-30 19:01:00,v3.4,APAC
15946,7006426,job_run,61,control,2026-05-04 23:31:00,2026-05-04 23:55:00,v4.8,NA-West
15947,7006426,login,161,A,2025-12-03 08:50:00,2025-12-03 08:51:00,v4.0,NA-East
15948,7006426,login,4,A,2025-12-05 07:57:00,2025-12-05 08:23:00,v3.0,NA-West
15949,7006426,job_run,177,A,2026-06-23 23:37:00,2026-06-23 23:58:00,v5.3,NA-West
15950,7006426,job_run,74,B,2025-11-20 09:32:00,2025-11-20 09:38:00,v3.7,NA-West
15951,7006426,api_call,60,control,2026-05-28 07:57:00,2026-05-28 08:11:00,v4.0,EMEA
15952,7006426,api_call,34,control,2026-03-12 03:49:00,2026-03-12 04:04:00,v5.8,APAC
15953,7006426,dashboard_view,73,B,2026-07-13 16:33:00,2026-07-13 16:42:00,v3.1,EMEA
15954,7006426,dashboard_view,199,A,2026-07-11 13:47:00,2026-07-11 14:06:00,v3.0,NA-West
15955,7006426,dashboard_view,54,B,2026-05-19 15:48:00,2026-05-19 16:14:00,v5.3,EMEA
15956,7006426,login,26,control,2026-02-10 23:22:00,2026-02-10 23:28:00,v5.2,EMEA
15957,7006426,dashboard_view,17,B,2026-01-04 01:53:00,2026-01-04 02:12:00,v5.5,NA-East
15958,7006426,dashboard_view,47,B,2025-12-28 08:00:00,2025-12-28 08:08:00,v3.5,EMEA
15959,7006426,export,210,control,2026-06-11 12:32:00,2026-06-11 12:51:00,v5.4,APAC
15960,7006426,api_call,182,control,2026-04-07 08:06:00,2026-04-07 08:35:00,v4.8,NA-East
15961,7006426,api_call,69,B,2026-05-10 09:40:00,2026-05-10 10:08:00,v3.5,NA-East
15962,7006426,login,136,B,2026-04-03 18:54:00,2026-04-03 19:13:00,v4.3,LATAM
15963,7006433,api_call,74,control,2025-12-10 14:22:00,2025-12-10 14:29:00,v4.6,APAC
15964,7006433,api_call,11,B,2026-03-05 14:03:00,2026-03-05 14:29:00,v3.1,EMEA
15965,7006433,export,45,B,2026-05-08 17:30:00,2026-05-08 17:55:00,v3.6,NA-East
15966,7006433,login,171,B,2025-12-26 00:17:00,2025-12-26 00:20:00,v5.4,APAC
15967,7006433,dashboard_view,160,B,2026-02-03 23:55:00,2026-02-04 00:01:00,v5.7,LATAM
15968,7006433,api_call,172,A,2025-12-20 02:32:00,2025-12-20 02:41:00,v3.8,EMEA
15969,7006433,login,19,B,2026-01-01 07:17:00,2026-01-01 07:42:00,v5.1,LATAM
15970,7006433,api_call,209,B,2026-06-23 01:28:00,2026-06-23 01:34:00,v3.2,LATAM
15971,7006433,export,133,B,2026-06-27 23:19:00,2026-06-27 23:46:00,v3.4,NA-West
15972,7006433,login,47,control,2026-02-10 16:43:00,2026-02-10 16:54:00,v3.2,APAC
15973,7006433,job_run,158,B,2026-06-22 22:09:00,2026-06-22 22:15:00,v3.7,APAC
15974,7006433,login,24,control,2026-01-31 13:57:00,2026-01-31 13:59:00,v4.2,NA-East
15975,7006433,export,42,A,2025-11-21 19:21:00,2025-11-21 19:38:00,v5.1,NA-West
15976,7006433,export,127,A,2025-12-16 08:14:00,2025-12-16 08:43:00,v5.3,NA-West
15977,7006433,login,193,control,2025-11-19 22:30:00,2025-11-19 22:49:00,v4.7,NA-West
15978,7006433,api_call,170,control,2026-06-20 18:23:00,2026-06-20 18:35:00,v3.2,LATAM
15979,7006433,dashboard_view,199,A,2026-02-15 06:37:00,2026-02-15 06:39:00,v4.7,NA-West
15980,7006433,job_run,8,A,2026-05-23 16:52:00,2026-05-23 17:00:00,v5.6,EMEA
15981,7006433,export,115,A,2026-07-10 17:06:00,2026-07-10 17:33:00,v4.2,LATAM
15982,7006433,dashboard_view,64,control,2026-02-20 17:18:00,2026-02-20 17:46:00,v5.6,NA-East
15983,7006433,dashboard_view,142,B,2025-11-30 20:41:00,2025-11-30 20:54:00,v3.2,APAC
15984,7006433,export,57,A,2026-04-10 16:12:00,2026-04-10 16:23:00,v4.3,NA-West
15985,7006433,login,210,A,2026-03-27 13:32:00,2026-03-27 13:45:00,v3.2,NA-West
15986,7006433,login,96,control,2026-04-07 03:26:00,2026-04-07 03:29:00,v4.8,NA-East
15987,7006433,dashboard_view,113,B,2026-05-28 16:53:00,2026-05-28 17:16:00,v4.1,NA-East
15988,7006433,api_call,71,A,2026-06-25 23:17:00,2026-06-25 23:23:00,v5.5,NA-West
15989,7006440,job_run,79,A,2026-06-15 10:29:00,2026-06-15 10:38:00,v5.0,EMEA
